"scenario","key","measure","type","year","value"
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2011",0
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2015",0
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2020",52.18791043
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2025",111.606511
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2030",176.8094868
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2035",245.2176576
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2040",315.5099452
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2045",384.386996
"IEA2","space","heat_demand_TWh","heater.solar.urban.space","2050",451.1106195
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2011",60.51159966
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2015",67.57371276
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2020",109.5946119
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2025",156.2491153
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2030",206.2777346
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2035",257.4785405
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2040",309.1997463
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2045",358.7611963
"IEA2","space","heat_demand_TWh","heater.microchp.urban.space","2050",405.9995576
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2011",514.3485971
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2015",574.3765584
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2020",584.5045968
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2025",585.9341825
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2030",577.5776568
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2035",557.870171
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2040",530.0567079
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2045",493.2966449
"IEA2","space","heat_demand_TWh","heater.districtheating.urban.space","2050",451.1106195
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2011",283.6595771
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2015",300.4286311
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2020",276.7494209
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2025",250.3969825
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2030",220.307357
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2035",186.4952026
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2040",150.8074876
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2045",113.7840479
"IEA2","space","heat_demand_TWh","heater.solid.boiler.rural.space","2050",76.8732647
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2011",55.34821017
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2015",60.02160059
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2020",56.76765784
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2025",53.06297397
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2030",48.65574616
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2035",43.48070696
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2040",37.87031653
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2045",31.84592403
"IEA2","space","heat_demand_TWh","heater.liquid.boiler.rural.space","2050",25.62442157
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2011",115.3087712
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2015",125.0450012
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2020",136.3898273
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2025",147.8182846
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2030",158.3242534
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2035",166.9348571
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2040",173.8943106
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2045",178.1855273
"IEA2","space","heat_demand_TWh","heater.gas.boiler.rural.space","2050",179.370951
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2011",2.306175424
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2015",2.500900024
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2020",20.64278467
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2025",39.79723048
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2030",59.4681342
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2035",78.80878137
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2040",97.38081393
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2045",114.1145611
"IEA2","space","heat_demand_TWh","heater.heatpump.rural.space","2050",128.1221078
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2011",4.612350847
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2015",12.18387191
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2020",18.14750301
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2025",24.39341844
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2030",30.69450816
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2035",36.73164118
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2040",42.40841307
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2045",47.34116301
"IEA2","space","heat_demand_TWh","heater.electricity.rural.space","2050",51.24884314
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2011",0
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2015",0
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2020",7.372423097
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2025",15.16084971
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2030",23.16940293
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2035",31.05764783
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2040",38.64318013
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2045",45.49417718
"IEA2","space","heat_demand_TWh","heater.solar.rural.space","2050",51.24884314
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2011",0
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2015",0
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2020",0
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2025",0
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2030",0
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2035",0
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2040",0
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2045",0
"IEA2","space","heat_demand_TWh","heater.microchp.rural.space","2050",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2011",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2015",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2020",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2025",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2030",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2035",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2040",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2045",0
"IEA2","space","heat_demand_TWh","heater.districtheating.rural.space","2050",0
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2011",-385.073816
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2015",-402.2623371
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2020",-358.4096004
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2025",-311.0622026
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2030",-260.792343
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2035",-208.2496814
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2040",-155.99066
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2045",-104.7713496
"IEA2","space","energy_demand_TWh","heater.solid.boiler.urban.space","2050",-56.38882744
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2011",-705.9686627
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2015",-768.6509826
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2020",-668.2150541
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2025",-560.6730874
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2030",-447.6011647
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2035",-330.939932
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2040",-215.8172726
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2045",-104.3710641
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.urban.space","2050",0
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2011",-2133.421783
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2015",-2376.157604
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2020",-2231.952932
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2025",-2073.745116
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2030",-1900.836746
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2035",-1711.442398
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2040",-1518.298028
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2045",-1320.288453
"IEA2","space","energy_demand_TWh","heater.gas.boiler.urban.space","2050",-1127.776549
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2011",-30.25579983
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2015",-33.78685638
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2020",-107.3113908
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2025",-173.6101281
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2030",-233.0938401
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2035",-284.7868705
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2040",-329.4449678
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2045",-365.6604501
"IEA2","space","energy_demand_TWh","heater.heatpump.urban.space","2050",-394.7217921
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2011",-90.76739948
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2015",-118.6871622
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2020",-136.0900126
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2025",-153.8166657
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2030",-171.2180756
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2035",-187.2142501
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2040",-202.0881649
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2045",-214.6982068
"IEA2","space","energy_demand_TWh","heater.electricity.urban.space","2050",-225.5553098
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2011",0
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2015",0
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2020",-115.5498747
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2025",-226.3638744
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2030",-330.8361199
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2035",-425.8550924
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2040",-511.1822851
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2045",-583.6354278
"IEA2","space","energy_demand_TWh","heater.solar.urban.space","2050",-644.4437422
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2011",-121.0231993
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2015",-135.1474255
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2020",-210.1814475
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2025",-287.8273177
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2030",-365.555479
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2035",-439.5975081
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2040",-509.2701703
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2045",-570.7564487
"IEA2","space","energy_demand_TWh","heater.microchp.urban.space","2050",-624.6147039
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2011",-514.3485971
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2015",-574.3765584
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2020",-584.5045968
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2025",-585.9341825
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2030",-577.5776568
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2035",-557.870171
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2040",-530.0567079
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2045",-493.2966449
"IEA2","space","energy_demand_TWh","heater.districtheating.urban.space","2050",-451.1106195
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2011",-515.7446856
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2015",-551.3748995
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2020",-476.0717826
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2025",-405.3268676
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2030",-336.752007
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2035",-270.0248757
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2040",-207.4077789
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2045",-149.0191656
"IEA2","space","energy_demand_TWh","heater.solid.boiler.rural.space","2050",-96.09158088
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2011",-92.24701694
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2015",-97.53510095
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2020",-86.53026573
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2025",-76.16294371
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2030",-65.98618332
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2035",-55.8862194
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2040",-46.25770207
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2045",-37.0585561
"IEA2","space","energy_demand_TWh","heater.liquid.boiler.rural.space","2050",-28.47157952
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2011",-147.8317579
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2015",-159.8936081
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2020",-162.0296904
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2025",-163.975586
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2030",-164.719974
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2035",-163.5206889
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2040",-160.9259213
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2045",-156.2629263
"IEA2","space","energy_demand_TWh","heater.gas.boiler.rural.space","2050",-149.4757925
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2011",-1.153087712
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2015",-1.250450012
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2020",-9.031218293
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2025",-15.47670074
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2030",-20.81384697
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2035",-25.07552134
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2040",-28.4027374
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2045",-30.72315107
"IEA2","space","energy_demand_TWh","heater.heatpump.rural.space","2050",-32.03052696
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2011",-4.612350847
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2015",-12.18387191
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2020",-18.14750301
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2025",-24.39341844
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2030",-30.69450816
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2035",-36.73164118
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2040",-42.40841307
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2045",-47.34116301
"IEA2","space","energy_demand_TWh","heater.electricity.rural.space","2050",-51.24884314
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2011",0
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2015",0
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2020",-16.32336987
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2025",-30.74971746
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2030",-43.35330364
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2035",-53.93599146
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2040",-62.60883191
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2045",-69.07625346
"IEA2","space","energy_demand_TWh","heater.solar.rural.space","2050",-73.21263305
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2011",0
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2015",0
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2020",0
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2025",0
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2030",0
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2035",0
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2040",0
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2045",0
"IEA2","space","energy_demand_TWh","heater.microchp.rural.space","2050",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2011",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2015",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2020",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2025",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2030",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2035",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2040",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2045",0
"IEA2","space","energy_demand_TWh","heater.districtheating.rural.space","2050",0
"IEA2","space","households","heater.solid.boiler.urban.space","2011",95283895.79
"IEA2","space","households","heater.solid.boiler.urban.space","2015",98357356.77
"IEA2","space","households","heater.solid.boiler.urban.space","2020",96961259.57
"IEA2","space","households","heater.solid.boiler.urban.space","2025",93023664.59
"IEA2","space","households","heater.solid.boiler.urban.space","2030",86202003.78
"IEA2","space","households","heater.solid.boiler.urban.space","2035",76132442.16
"IEA2","space","households","heater.solid.boiler.urban.space","2040",63165610.96
"IEA2","space","households","heater.solid.boiler.urban.space","2045",47100617.97
"IEA2","space","households","heater.solid.boiler.urban.space","2050",28235633.33
"IEA2","space","households","heater.liquid.boiler.urban.space","2011",190567791.6
"IEA2","space","households","heater.liquid.boiler.urban.space","2015",212265283.8
"IEA2","space","households","heater.liquid.boiler.urban.space","2020",204010973.9
"IEA2","space","households","heater.liquid.boiler.urban.space","2025",189095014.4
"IEA2","space","households","heater.liquid.boiler.urban.space","2030",166753920.5
"IEA2","space","households","heater.liquid.boiler.urban.space","2035",136289552.2
"IEA2","space","households","heater.liquid.boiler.urban.space","2040",98397784.83
"IEA2","space","households","heater.liquid.boiler.urban.space","2045",52806853
"IEA2","space","households","heater.liquid.boiler.urban.space","2050",0
"IEA2","space","households","heater.gas.boiler.urban.space","2011",748659181.2
"IEA2","space","households","heater.gas.boiler.urban.space","2015",833899329.2
"IEA2","space","households","heater.gas.boiler.urban.space","2020",874332745.3
"IEA2","space","households","heater.gas.boiler.urban.space","2025",904954711.8
"IEA2","space","households","heater.gas.boiler.urban.space","2030",923102059.9
"IEA2","space","households","heater.gas.boiler.urban.space","2035",924821961.3
"IEA2","space","households","heater.gas.boiler.urban.space","2040",913693716.3
"IEA2","space","households","heater.gas.boiler.urban.space","2045",886400746.8
"IEA2","space","households","heater.gas.boiler.urban.space","2050",847069000
"IEA2","space","households","heater.heatpump.urban.space","2011",27223970.23
"IEA2","space","households","heater.heatpump.urban.space","2015",30323611.97
"IEA2","space","households","heater.heatpump.urban.space","2020",114148997.3
"IEA2","space","households","heater.heatpump.urban.space","2025",216108587.9
"IEA2","space","households","heater.heatpump.urban.space","2030",336485589.6
"IEA2","space","households","heater.heatpump.urban.space","2035",473768443.3
"IEA2","space","households","heater.heatpump.urban.space","2040",629042981.6
"IEA2","space","households","heater.heatpump.urban.space","2045",799646631.2
"IEA2","space","households","heater.heatpump.urban.space","2050",988247166.6
"IEA2","space","households","heater.electricity.urban.space","2011",40835955.34
"IEA2","space","households","heater.electricity.urban.space","2015",53260703.07
"IEA2","space","households","heater.electricity.urban.space","2020",63333077.06
"IEA2","space","households","heater.electricity.urban.space","2025",74460491.02
"IEA2","space","households","heater.electricity.urban.space","2030",86507413.89
"IEA2","space","households","heater.electricity.urban.space","2035",99096982.09
"IEA2","space","households","heater.electricity.urban.space","2040",112544719.1
"IEA2","space","households","heater.electricity.urban.space","2045",126407613.3
"IEA2","space","households","heater.electricity.urban.space","2050",141178166.7
"IEA2","space","households","heater.solar.urban.space","2011",0
"IEA2","space","households","heater.solar.urban.space","2015",0
"IEA2","space","households","heater.solar.urban.space","2020",24287020.7
"IEA2","space","households","heater.solar.urban.space","2025",54027146.97
"IEA2","space","households","heater.solar.urban.space","2030",89332457.41
"IEA2","space","households","heater.solar.urban.space","2035",129799573.5
"IEA2","space","households","heater.solar.urban.space","2040",175710330.1
"IEA2","space","households","heater.solar.urban.space","2045",226315084.3
"IEA2","space","households","heater.solar.urban.space","2050",282356333.3
"IEA2","space","households","heater.microchp.urban.space","2011",27223970.23
"IEA2","space","households","heater.microchp.urban.space","2015",30323611.97
"IEA2","space","households","heater.microchp.urban.space","2020",51002743.47
"IEA2","space","households","heater.microchp.urban.space","2025",75638005.76
"IEA2","space","households","heater.microchp.urban.space","2030",104221200.3
"IEA2","space","households","heater.microchp.urban.space","2035",136289552.2
"IEA2","space","households","heater.microchp.urban.space","2040",172196123.4
"IEA2","space","households","heater.microchp.urban.space","2045",211227412
"IEA2","space","households","heater.microchp.urban.space","2050",254120700
"IEA2","space","households","heater.districtheating.urban.space","2011",231403746.9
"IEA2","space","households","heater.districtheating.urban.space","2015",257750701.7
"IEA2","space","households","heater.districtheating.urban.space","2020",272014631.9
"IEA2","space","households","heater.districtheating.urban.space","2025",283642521.6
"IEA2","space","households","heater.districtheating.urban.space","2030",291819360.9
"IEA2","space","households","heater.districtheating.urban.space","2035",295294029.8
"IEA2","space","households","heater.districtheating.urban.space","2040",295193354.5
"IEA2","space","households","heater.districtheating.urban.space","2045",290437691.5
"IEA2","space","households","heater.districtheating.urban.space","2050",282356333.3
"IEA2","space","households","heater.solid.boiler.rural.space","2011",348636617.8
"IEA2","space","households","heater.solid.boiler.rural.space","2015",358022717.2
"IEA2","space","households","heater.solid.boiler.rural.space","2020",332636661.4
"IEA2","space","households","heater.solid.boiler.rural.space","2025",305204061.8
"IEA2","space","households","heater.solid.boiler.rural.space","2030",273930383.4
"IEA2","space","households","heater.solid.boiler.rural.space","2035",238104321
"IEA2","space","households","heater.solid.boiler.rural.space","2040",199154873.3
"IEA2","space","households","heater.solid.boiler.rural.space","2045",156725719.7
"IEA2","space","households","heater.solid.boiler.rural.space","2050",111513860.7
"IEA2","space","households","heater.liquid.boiler.rural.space","2011",68026657.13
"IEA2","space","households","heater.liquid.boiler.rural.space","2015",71528124.5
"IEA2","space","households","heater.liquid.boiler.rural.space","2020",68231413.53
"IEA2","space","households","heater.liquid.boiler.rural.space","2025",64677437.5
"IEA2","space","households","heater.liquid.boiler.rural.space","2030",60498602.43
"IEA2","space","households","heater.liquid.boiler.rural.space","2035",55513193.18
"IEA2","space","households","heater.liquid.boiler.rural.space","2040",50011164.64
"IEA2","space","households","heater.liquid.boiler.rural.space","2045",43864456.03
"IEA2","space","households","heater.liquid.boiler.rural.space","2050",37171286.9
"IEA2","space","households","heater.gas.boiler.rural.space","2011",141722202.4
"IEA2","space","households","heater.gas.boiler.rural.space","2015",149016926
"IEA2","space","households","heater.gas.boiler.rural.space","2020",163932616.9
"IEA2","space","households","heater.gas.boiler.rural.space","2025",180172861.6
"IEA2","space","households","heater.gas.boiler.rural.space","2030",196860531.7
"IEA2","space","households","heater.gas.boiler.rural.space","2035",213131009.5
"IEA2","space","households","heater.gas.boiler.rural.space","2040",229643103
"IEA2","space","households","heater.gas.boiler.rural.space","2045",245432075.4
"IEA2","space","households","heater.gas.boiler.rural.space","2050",260199008.3
"IEA2","space","households","heater.heatpump.rural.space","2011",2834444.047
"IEA2","space","households","heater.heatpump.rural.space","2015",2980338.521
"IEA2","space","households","heater.heatpump.rural.space","2020",24811423.1
"IEA2","space","households","heater.heatpump.rural.space","2025",48508078.13
"IEA2","space","households","heater.heatpump.rural.space","2030",73942736.3
"IEA2","space","households","heater.heatpump.rural.space","2035",100617662.6
"IEA2","space","households","heater.heatpump.rural.space","2040",128600137.7
"IEA2","space","households","heater.heatpump.rural.space","2045",157180967.4
"IEA2","space","households","heater.heatpump.rural.space","2050",185856434.5
"IEA2","space","households","heater.electricity.rural.space","2011",5668888.094
"IEA2","space","households","heater.electricity.rural.space","2015",14519597.92
"IEA2","space","households","heater.electricity.rural.space","2020",21812240.09
"IEA2","space","households","heater.electricity.rural.space","2025",29732668.16
"IEA2","space","households","heater.electricity.rural.space","2030",38165581.51
"IEA2","space","households","heater.electricity.rural.space","2035",46896447.54
"IEA2","space","households","heater.electricity.rural.space","2040",56004129.95
"IEA2","space","households","heater.electricity.rural.space","2045",65207539.94
"IEA2","space","households","heater.electricity.rural.space","2050",74342573.8
"IEA2","space","households","heater.solar.rural.space","2011",0
"IEA2","space","households","heater.solar.rural.space","2015",0
"IEA2","space","households","heater.solar.rural.space","2020",8861222.536
"IEA2","space","households","heater.solar.rural.space","2025",18479267.86
"IEA2","space","households","heater.solar.rural.space","2030",28808858.3
"IEA2","space","households","heater.solar.rural.space","2035",39652280.84
"IEA2","space","households","heater.solar.rural.space","2040",51031800.66
"IEA2","space","households","heater.solar.rural.space","2045",62663508.61
"IEA2","space","households","heater.solar.rural.space","2050",74342573.8
"IEA2","space","households","heater.microchp.rural.space","2011",0
"IEA2","space","households","heater.microchp.rural.space","2015",0
"IEA2","space","households","heater.microchp.rural.space","2020",0
"IEA2","space","households","heater.microchp.rural.space","2025",0
"IEA2","space","households","heater.microchp.rural.space","2030",0
"IEA2","space","households","heater.microchp.rural.space","2035",0
"IEA2","space","households","heater.microchp.rural.space","2040",0
"IEA2","space","households","heater.microchp.rural.space","2045",0
